,expo,expo_est
523,1.4,1.4415624999999994
524,1.05,1.083866415804327
540,0.15,0.3722222222222223
542,1.45,1.6705882352941175
562,0.9,1.083866415804327
563,0.75,0.7034482758620686
564,0.3,0.5161538461538464
566,1.45,1.4977748691099488
571,1.3,1.5777777777777777
586,1.7,1.7562499999999999
588,0.35,0.5184397163120572
590,1.65,0.7616666666666665
592,0.55,0.30606060606060603
595,1.85,0.8089698046181175
602,1.0,0.730769230769231
603,0.55,0.4950000000000001
606,1.65,1.5626923076923076
609,1.0,1.083866415804327
611,1.25,1.2645429362880896
612,0.2,0.324820143884892
616,1.25,1.083866415804327
623,1.55,1.2645429362880896
625,0.95,1.5675438596491222
626,0.05,0.25
630,0.75,0.8089698046181175
636,0.8,1.083866415804327
638,1.5,1.4447368421052633
645,1.55,1.7856687898089174
646,1.85,1.7720000000000002
647,1.85,0.8089698046181175
648,0.6,0.5976415094339623
649,0.1,1.4559880239520961
653,0.1,0.2056497175141241
656,1.55,1.083866415804327
662,1.75,1.4977748691099488
668,0.75,0.6568862275449104
673,0.1,0.7625000000000001
681,0.25,0.86
686,0.7,1.276315789473684
691,1.05,1.2645429362880896
696,0.6,0.7833333333333333
699,1.3,1.2539240506329108
711,0.2,0.7034482758620686
715,0.75,0.7625000000000001
721,0.05,0.5184397163120572
726,1.15,0.6443298969072165
727,0.4,1.5626923076923076
732,0.65,0.9913333333333333
734,0.65,0.40172413793103456
736,0.45,0.2829787234042554
739,1.7,1.083866415804327
746,0.15,0.2056497175141241
754,0.25,1.083866415804327
755,1.55,1.5538910505836565
757,0.8,0.9197368421052632
761,0.25,0.6115384615384614
765,1.45,1.5454545454545454
769,1.55,1.4333333333333333
770,1.65,1.27
777,1.55,1.2645429362880896
781,0.6,0.41774193548387095
782,0.15,0.8371681415929203
784,0.9,1.0735849056603772
792,1.1,0.8089698046181175
797,0.1,0.2056497175141241
804,1.7,1.4559880239520961
813,1.3,1.0187499999999998
814,1.2,1.083866415804327
815,1.85,1.8540540540540555
819,1.75,1.8423076923076924
824,0.7,1.6125
827,1.45,1.4579545454545453
833,2.0,1.2817857142857143
835,1.1,1.230769230769231
838,1.7,1.7666666666666666
846,0.7,0.6124999999999999
848,1.7,1.6705882352941175
851,0.55,1.276315789473684
853,1.9,1.4123529411764706
857,0.45,0.5161538461538464
859,1.15,1.03877887788779
860,1.3,1.4415624999999994
868,0.05,0.5149122807017545
869,1.7,1.4977748691099488
877,0.5,0.27555555555555555
884,0.2,1.083866415804327
889,0.35,0.5078947368421053
894,1.8,1.58
902,0.5,0.6568862275449104
903,0.5,0.5184397163120572
907,0.3,0.8089698046181175
909,1.15,1.4123529411764706
922,1.6,1.083866415804327
924,0.3,1.0169172932330832
937,0.5,0.324820143884892
941,1.95,1.7166666666666668
943,0.35,0.5155172413793104
945,2.0,1.95
946,0.95,1.03877887788779
947,0.65,0.45
956,1.8,1.4200000000000002
957,1.0,1.4415624999999994
966,1.35,0.3722222222222223
967,1.9,1.55
968,1.15,1.0132812499999992
969,1.35,1.2887096774193547
972,1.55,1.9749999999999996
973,1.55,1.2634078212290503
981,0.5,0.8371681415929203
990,1.05,1.5626923076923076
997,0.2,0.5161538461538464
999,0.65,0.6004950495049503
1000,1.2,1.083866415804327
1004,1.55,1.03877887788779
1005,1.9,1.9400000000000004
1007,0.7,0.5217948717948718
1009,1.4,1.5626923076923076
1010,0.55,1.083866415804327
1025,1.4,1.5538910505836565
1028,0.3,0.3333333333333333
1032,0.45,0.6326530612244897
1040,1.45,1.4083333333333332
1046,1.6,1.2817857142857143
1053,1.3,1.083866415804327
1054,0.65,1.2634078212290503
1058,0.3,0.6568862275449104
1059,0.55,1.2887096774193547
1062,0.8,0.7034482758620686
1064,0.6,0.984645669291339
1075,0.05,0.3722222222222223
1076,1.45,1.9000000000000001
1077,0.35,1.083866415804327
1080,0.2,0.40112359550561794
1097,1.6,1.083866415804327
1099,0.35,1.03877887788779
1107,1.3,0.7011111111111112
1110,0.8,0.7761904761904761
1111,0.35,0.6443298969072165
1125,0.5,1.083866415804327
1128,0.65,0.8089698046181175
1130,2.0,1.2539240506329108
1131,1.0,1.083866415804327
1134,0.2,1.1281954887218042
1137,0.05,0.40112359550561794
1144,1.9,1.8499999999999999
1146,1.55,1.2645429362880896
1152,1.6,1.0169172932330832
1162,1.5,1.5865384615384612
1175,1.0,1.0169172932330832
1181,1.05,1.03877887788779
1183,0.6,0.8089698046181175
1184,0.75,0.44333333333333336
1188,1.65,1.2645429362880896
1193,0.45,1.1281954887218042
1198,0.6,0.8371681415929203
1199,1.4,1.7856687898089174
1211,0.1,0.2056497175141241
1221,1.35,1.1875
1228,0.15,0.2056497175141241
1241,0.95,1.083866415804327
1253,0.25,1.175
1258,1.3,1.2645429362880896
1263,1.45,1.03877887788779
1264,0.5,0.5107142857142857
1266,1.45,0.9913333333333333
1268,0.75,1.85
1280,1.4,1.4977748691099488
1287,1.85,1.7874999999999999
1288,1.35,1.0357142857142858
1291,1.5,1.3522727272727277
1293,1.4,1.5626923076923076
1296,1.65,0.825
1300,1.9,1.1281954887218042
1305,0.4,0.47403433476394835
1306,0.65,0.5569565217391306
1311,1.2,1.5626923076923076
1313,0.35,1.0735849056603772
1320,0.9,0.8447619047619049
1323,1.35,1.4977748691099488
1335,1.05,0.776595744680851
1337,1.3,1.6246031746031753
1339,0.65,0.8089698046181175
1344,0.05,1.083866415804327
1348,1.2,1.083866415804327
1354,2.0,2.0
1360,0.85,1.0187499999999998
1365,0.6,0.6315789473684209
1372,0.35,0.7034482758620686
1375,1.35,1.7856687898089174
1384,1.15,1.7720000000000002
1389,1.8,1.2817857142857143
1394,1.05,0.984645669291339
1396,1.1,1.4123529411764706
1397,1.8,1.332258064516129
1400,1.5,1.6296153846153847
1401,0.15,1.03877887788779
1404,1.1,1.58
1405,1.8,1.9124999999999999
1408,1.0,1.0187499999999998
1409,0.4,0.5569565217391306
1410,1.75,1.95
1415,1.2,0.782456140350877
1420,0.35,1.149431818181818
1434,1.6,1.4977748691099488
1435,1.6,1.7856687898089174
1436,1.0,0.6269230769230768
1445,1.95,1.98
1446,0.25,0.8089698046181175
1447,1.1,0.7616666666666665
1449,1.25,1.2141666666666664
1451,0.6,0.375
1458,0.4,0.324820143884892
1459,0.65,0.2056497175141241
1472,1.5,1.4559880239520961
1477,2.0,1.7856687898089174
1486,0.35,0.5976415094339623
1488,0.45,0.7034482758620686
1491,0.7,0.7034482758620686
1492,0.8,0.2056497175141241
1497,1.3,1.4977748691099488
1506,1.9,1.796428571428572
1508,0.4,0.5569565217391306
1510,0.3,1.0187499999999998
1512,1.35,1.0735849056603772
1535,0.15,0.41774193548387095
1537,1.45,1.4415624999999994
1539,1.8,1.7856687898089174
1548,1.2,1.03877887788779
1549,1.5,0.9913333333333333
1562,0.05,0.2056497175141241
1565,1.0,0.6
1575,1.8,1.7999999999999998
1576,1.35,1.149431818181818
1582,0.55,0.8447619047619049
1588,0.65,0.5569565217391306
1598,1.85,1.6666666666666667
1600,1.2,1.4097902097902095
1604,0.85,0.6355555555555553
1608,1.9,1.4559880239520961
1609,0.15,0.3984210526315793
1610,0.25,0.5184397163120572
1612,0.05,0.39444444444444443
1613,1.8,1.6705882352941175
1614,1.8,1.2539240506329108
1616,1.6,1.0187499999999998
1618,0.85,1.149431818181818
1619,0.1,0.08333333333333333
1620,0.15,1.5626923076923076
1627,1.25,1.4559880239520961
1631,1.95,0.6
1634,0.55,0.2056497175141241
1637,1.0,0.6568862275449104
1639,1.3,1.4415624999999994
1659,0.7,0.40112359550561794
1660,0.4,0.31999999999999995
1663,1.2,0.8089698046181175
1671,0.45,0.74
1673,0.05,0.47403433476394835
1677,0.8,1.083866415804327
1682,0.3,0.3957446808510638
1684,0.05,0.2056497175141241
1697,1.85,1.1800000000000002
1698,1.75,1.7847826086956518
1703,0.95,1.5675438596491222
1709,0.85,1.03877887788779
1713,1.55,1.4977748691099488
1716,1.55,1.4559880239520961
1719,1.7,1.4977748691099488
1720,0.35,0.1442857142857142
1723,1.15,1.083866415804327
1731,0.4,0.5155172413793104
1740,0.8,1.0187499999999998
1745,1.35,1.4097902097902095
1758,1.15,1.0187499999999998
1762,0.8,1.0132812499999992
1767,0.2,0.86
1769,2.0,1.7856687898089174
1770,1.3,1.4123529411764706
1779,1.6,1.4123529411764706
1780,1.35,1.083866415804327
1798,1.25,1.2539240506329108
1803,0.15,0.9913333333333333
1807,1.35,1.5626923076923076
1810,0.35,1.2645429362880896
1822,0.8,0.5078947368421053
1825,0.95,0.8370370370370371
1827,0.2,0.3816666666666666
1838,0.25,0.30606060606060603
1851,1.55,1.6246031746031753
1853,0.25,0.3984210526315793
1858,0.8,1.0187499999999998
1862,0.2,0.5363636363636364
1863,1.0,0.36470588235294116
1871,0.3,0.3722222222222223
1873,1.3,1.25
1877,1.0,0.8089698046181175
1882,1.2,1.083866415804327
1890,1.5,1.2645429362880896
1896,0.95,0.8089698046181175
1898,0.95,1.0187499999999998
1901,0.8,1.0187499999999998
1903,0.9,1.0187499999999998
1913,0.15,0.776595744680851
1918,1.9,1.8166666666666667
1924,1.4,1.6122448979591837
1929,0.25,0.6115384615384614
1932,1.95,1.5538910505836565
1934,1.55,1.4110738255033555
1935,0.05,0.5161538461538464
1937,1.05,1.0187499999999998
1938,1.3,0.984645669291339
1945,1.7,1.9333333333333336
1947,1.8,1.0187499999999998
1962,0.7,0.7011111111111112
1966,0.55,0.5569565217391306
1967,1.25,1.03877887788779
1968,1.2,1.083866415804327
1987,0.75,0.3984210526315793
1996,0.95,0.9913333333333333
1998,0.85,1.4559880239520961
2005,1.05,0.5149122807017545
2010,1.6,1.4559880239520961
2022,2.0,1.9899999999999998
2023,1.5,1.1420000000000001
2042,0.1,0.44333333333333336
2050,2.0,0.8089698046181175
2061,1.7,1.55
2066,1.2,1.5372093023255813
2068,0.55,0.49537037037037046
2073,1.05,1.2539240506329108
2086,0.8,0.5217948717948718
2093,1.3,1.5833333333333333
2096,1.15,0.5161538461538464
2098,0.15,0.5184397163120572
2116,1.8,1.5626923076923076
2121,1.9,1.2645429362880896
2127,1.3,1.083866415804327
2129,1.05,1.175
2136,1.7,1.2634078212290503
2138,0.15,0.05714285714285714
2145,1.05,1.1281954887218042
2147,0.55,0.46666666666666673
2163,1.3,1.4559880239520961
2170,0.55,0.956081081081081
2173,0.85,0.6568862275449104
2195,1.9,1.7856687898089174
2205,0.65,1.2539240506329108
2219,1.9,1.6972222222222222
2231,0.1,1.0187499999999998
2233,0.4,0.6875
2236,1.35,1.4415624999999994
2240,0.9,0.9500000000000001
2246,1.95,1.796212121212122
2251,0.9,0.3984210526315793
2254,0.15,0.6124999999999999
2257,1.85,1.25
2258,1.65,1.6705882352941175
2273,1.35,1.2887096774193547
2274,0.35,0.5999999999999999
2276,0.5,0.6625
2277,1.95,1.7856687898089174
2282,0.9,1.083866415804327
2283,0.15,0.2056497175141241
2289,1.4,1.48135593220339
2295,0.3,0.5217948717948718
2300,1.9,1.2539240506329108
2304,1.0,0.776595744680851
2307,1.5,1.16
2309,1.5,1.5538910505836565
2312,0.5,0.3816666666666666
2313,0.9,0.8089698046181175
2317,1.4,0.8089698046181175
2319,0.2,0.5184397163120572
2321,0.35,0.2416666666666667
2323,1.2,1.2645429362880896
2326,0.5,0.389090909090909
2341,1.2,0.85
2342,0.75,0.6681818181818181
2344,1.4,1.7100000000000002
2352,1.35,1.7052083333333332
2353,1.5,1.5675438596491222
2354,0.85,1.083866415804327
2360,1.3,1.083866415804327
2366,0.05,0.9197368421052632
2370,1.2,1.083866415804327
2387,1.4,1.4447368421052633
2394,1.4,1.4447368421052633
2408,0.3,0.9913333333333333
2410,1.0,0.5999999999999999
2418,1.2,1.2539240506329108
2419,0.05,0.4
2422,1.15,1.4977748691099488
2430,0.15,0.5976415094339623
2432,0.75,0.5900000000000001
2437,1.5,1.1281954887218042
2441,1.1,1.4097902097902095
2451,1.6,1.2645429362880896
2452,1.1,1.7475
2467,1.75,1.5372093023255813
2469,0.25,0.2829787234042554
2471,0.25,0.31071428571428583
2487,1.1,1.083866415804327
2492,1.5,0.7034482758620686
2496,0.8,1.2
2497,0.85,1.03877887788779
2512,1.25,1.2817857142857143
2514,1.5,1.4097902097902095
2523,0.05,0.2056497175141241
2532,1.15,0.984645669291339
2538,0.3,0.47403433476394835
2544,1.5,1.4977748691099488
2555,1.85,1.7856687898089174
2556,1.5,1.230769230769231
2558,1.25,1.4415624999999994
2562,0.25,0.6489795918367347
2564,0.8,1.1281954887218042
2567,1.9,1.796212121212122
2581,1.05,1.083866415804327
2583,1.9,0.9913333333333333
2589,1.8,1.4977748691099488
2591,0.8,0.6568862275449104
2593,0.35,0.8089698046181175
2596,0.45,0.6004950495049503
2597,1.6,1.6705882352941175
2598,1.0,0.5826923076923078
2603,0.95,0.3984210526315793
2609,1.55,1.2539240506329108
2622,0.4,1.083866415804327
2624,0.95,0.5107142857142857
2626,1.25,1.6296153846153847
2628,1.3,0.8089698046181175
2629,0.95,0.7011111111111112
2651,1.25,1.4110738255033555
2654,2.0,1.5626923076923076
2659,1.45,1.083866415804327
2660,1.4,1.083866415804327
2665,0.4,0.27555555555555555
2668,0.15,0.5161538461538464
2672,1.6,0.7166666666666667
2673,0.6,0.6568862275449104
2674,1.6,0.9913333333333333
2679,1.85,1.083866415804327
2681,0.5,0.5460526315789473
2683,0.05,1.0187499999999998
2688,1.05,1.2645429362880896
2691,0.5,0.6443298969072165
2699,1.2,1.2645429362880896
2705,0.05,1.083866415804327
2710,1.8,1.0132812499999992
2721,0.75,0.984645669291339
2722,1.7,1.741666666666667
2725,0.15,0.2056497175141241
2727,1.75,1.33
2732,1.8,1.6122448979591837
2736,0.1,0.5161538461538464
2737,1.05,0.956081081081081
2741,1.15,1.0132812499999992
2757,1.35,1.5538910505836565
2762,1.35,1.2887096774193547
2765,0.35,0.27555555555555555
2771,0.55,0.782456140350877
2775,1.1,1.2762162162162165
2780,0.3,0.3722222222222223
2781,0.45,0.782456140350877
2792,1.2,1.4977748691099488
2800,0.5,0.5149122807017545
2801,1.25,1.2817857142857143
2803,1.75,1.5125
2809,0.15,1.1281954887218042
2810,0.25,0.21153846153846154
2837,0.6,1.4123529411764706
2844,0.9,0.5161538461538464
2845,1.4,1.7856687898089174
2852,0.35,0.3984210526315793
2855,1.7,1.4977748691099488
2859,1.65,1.0187499999999998
2863,0.8,0.6568862275449104
2864,1.55,1.6246031746031753
2871,1.65,1.7999999999999998
2881,0.7,1.0187499999999998
2893,1.7,1.796428571428572
2897,1.15,1.083866415804327
2903,1.35,1.2645429362880896
2922,0.8,1.083866415804327
2927,1.65,1.6296153846153847
2928,0.4,0.6004950495049503
2937,0.65,0.7034482758620686
2941,1.5,1.4977748691099488
2945,2.0,1.986363636363636
2947,1.1,1.03877887788779
2957,1.65,1.2645429362880896
2960,0.15,1.3
2963,1.1,1.083866415804327
2968,0.25,0.45399999999999996
2969,0.7,0.5184397163120572
2970,0.2,0.389090909090909
2974,1.45,1.0187499999999998
2978,1.95,1.7666666666666666
2979,0.45,1.083866415804327
2982,0.5,1.0132812499999992
2987,0.35,0.8089698046181175
2992,0.7,0.49537037037037046
2993,1.9,1.4415624999999994
2996,1.6,0.782456140350877
2998,1.1,1.1420000000000001
3001,1.85,1.7856687898089174
3003,0.35,1.0
3004,1.5,1.1281954887218042
3011,0.1,0.32250000000000006
3031,0.3,0.39444444444444443
3041,1.6,1.6909090909090911
3044,1.8,1.6296153846153847
3049,1.4,1.5675438596491222
3058,1.3,1.4559880239520961
3068,1.05,1.083866415804327
3072,0.65,0.7011111111111112
3074,1.6,1.4415624999999994
3077,0.25,0.6568862275449104
3082,0.5,0.9913333333333333
3084,1.3,1.1281954887218042
3087,1.75,1.4977748691099488
3091,0.8,0.6443298969072165
3095,0.95,1.4110738255033555
3096,0.7,0.7616666666666665
3107,1.9,1.9499999999999997
3108,1.8,1.6187500000000004
3110,1.1,1.4110738255033555
3111,0.6,0.31071428571428583
3113,1.4,1.4977748691099488
3115,1.05,0.8371681415929203
3133,1.65,1.5538910505836565
3134,1.35,0.984645669291339
3135,1.35,0.8089698046181175
3139,0.05,0.2056497175141241
3150,0.3,0.7625000000000001
3168,0.55,0.40172413793103456
3174,0.8,0.47403433476394835
3179,0.35,0.2056497175141241
3185,1.2,1.0187499999999998
3186,1.9,1.5
3187,1.35,1.2539240506329108
3191,1.35,0.6004950495049503
3204,0.1,0.5569565217391306
3211,1.0,0.578
3215,0.05,0.3957446808510638
3216,0.9,1.2539240506329108
3218,0.1,0.7616666666666665
3219,1.05,1.332258064516129
3229,0.25,0.782456140350877
3235,0.9,1.4977748691099488
3241,1.35,1.4097902097902095
3242,0.45,0.47403433476394835
3244,2.0,1.7100000000000002
3248,0.55,0.39999999999999997
3250,0.1,0.7034482758620686
3252,0.9,0.5363636363636363
3255,1.25,1.2645429362880896
3275,1.55,0.6269230769230768
3278,0.15,0.6443298969072165
3280,0.6,1.083866415804327
3288,0.9,0.8089698046181175
3289,1.75,1.5538910505836565
3290,0.75,0.6568862275449104
3292,1.45,1.7475
3293,1.7,1.2500000000000002
3300,0.2,0.2056497175141241
3301,1.45,1.6187500000000004
3308,1.75,1.75
3312,0.1,0.8089698046181175
3313,0.05,0.776595744680851
3322,0.45,0.2056497175141241
3333,1.6,1.2539240506329108
3339,1.2,1.4977748691099488
3340,0.4,0.08333333333333333
3346,1.85,1.2634078212290503
3347,0.2,0.3984210526315793
3349,1.4,1.9059523809523808
3354,1.75,1.2634078212290503
3356,1.85,1.6187500000000004
3360,1.95,1.910606060606061
3362,0.8,1.2539240506329108
3366,1.5,1.6296153846153847
3371,0.65,1.2634078212290503
3377,1.35,0.956081081081081
3383,1.5,0.8371681415929203
3387,0.75,1.083866415804327
3396,0.85,0.5184397163120572
3397,1.4,1.4977748691099488
3399,0.6,0.6568862275449104
3404,1.5,1.4977748691099488
3405,0.4,0.8089698046181175
3406,0.9,1.1500000000000001
3407,1.95,1.6246031746031753
3409,0.7,0.389090909090909
3418,1.75,1.5626923076923076
3419,1.1,1.48135593220339
3422,1.4,1.2539240506329108
3436,1.05,1.3522727272727277
3438,0.3,1.083866415804327
3441,1.25,1.4559880239520961
3450,1.4,1.16
3454,1.25,0.9913333333333333
3455,1.65,1.3858695652173916
3457,0.05,0.7583333333333333
3462,1.35,1.6410714285714285
3463,1.4,1.4559880239520961
3466,1.25,1.4097902097902095
3467,1.4,1.0187499999999998
3469,1.15,0.7034482758620686
3475,0.7,1.1281954887218042
3477,0.95,0.984645669291339
3486,1.0,1.1875
3489,1.3,1.2645429362880896
3495,0.8,0.9913333333333333
3500,1.55,1.7291666666666667
3504,1.55,1.7856687898089174
3506,0.9,0.7034482758620686
3511,1.15,0.5826923076923078
3513,1.25,1.083866415804327
3527,0.05,0.5833333333333334
3529,1.4,1.2645429362880896
3530,0.65,0.2829787234042554
3531,1.75,1.4977748691099488
3532,1.3,1.5777777777777777
3533,0.35,0.3984210526315793
3541,0.85,0.30769230769230776
3547,1.35,1.0132812499999992
3548,0.3,0.40112359550561794
3556,1.65,1.5675438596491222
3560,1.3,1.4977748691099488
3561,1.5,1.4123529411764706
3568,0.4,0.5900000000000001
3574,0.3,0.5107142857142857
3575,1.2,1.4123529411764706
3579,0.9,0.7034482758620686
3582,0.55,0.6568862275449104
3584,1.75,1.5538910505836565
3589,1.1,1.083866415804327
3591,1.6,0.956081081081081
3592,0.4,0.21874999999999997
3593,0.2,1.083866415804327
3604,1.1,1.0187499999999998
3606,1.0,0.49999999999999994
3621,0.1,0.2056497175141241
3627,1.5,1.083866415804327
3642,1.3,1.3652631578947365
3644,0.25,1.083866415804327
3649,0.65,0.49537037037037046
3666,0.7,0.7616666666666665
3670,1.05,1.083866415804327
3676,0.35,0.6625
3677,0.6,1.3858695652173916
3686,0.2,0.6355555555555553
3687,0.35,0.08333333333333333
3688,0.7,0.44333333333333336
3692,0.3,0.47403433476394835
3702,1.7,1.9059523809523808
3703,0.7,0.5149122807017545
3704,0.4,0.47403433476394835
3707,1.55,1.8076923076923075
3713,1.7,1.4749999999999999
3715,0.2,0.5107142857142857
3720,1.2,1.3652631578947365
3741,0.15,0.2056497175141241
3742,0.4,0.8371681415929203
3746,0.45,0.5976415094339623
3751,1.45,1.7856687898089174
3762,0.7,1.2817857142857143
3764,1.4,1.6064516129032258
3765,0.6,1.3652631578947365
3767,1.7,1.1281954887218042
3769,0.25,0.7011111111111112
3772,0.75,0.41774193548387095
3773,1.45,1.5538910505836565
3778,1.9,1.5626923076923076
3792,0.95,1.083866415804327
3794,1.15,0.7616666666666665
3796,0.95,0.7616666666666665
3797,1.9,1.825
3799,1.25,1.3858695652173916
3816,0.45,1.083866415804327
3817,0.9,0.5217948717948718
3819,1.05,0.6568862275449104
3821,0.15,0.2056497175141241
3823,0.45,0.5460526315789473
3834,1.35,1.3652631578947365
3835,1.05,1.0132812499999992
3836,1.4,1.0735849056603772
3843,1.35,1.03877887788779
3846,1.45,1.2634078212290503
3859,1.95,1.083866415804327
3863,1.2,0.984645669291339
3867,1.0,1.2762162162162165
3868,1.0,0.6568862275449104
3869,1.15,1.083866415804327
3871,0.1,0.47403433476394835
3876,1.3,1.083866415804327
3877,1.7,1.5538910505836565
3878,0.7,0.8089698046181175
3881,0.65,0.5184397163120572
3886,0.65,0.25
3890,1.85,1.149431818181818
3893,1.15,1.4977748691099488
3898,0.3,0.4730769230769231
3901,0.3,0.7433333333333335
3902,1.3,1.083866415804327
3912,0.85,1.25
3917,1.8,1.4415624999999994
3918,1.2,0.8089698046181175
3920,0.15,0.35500000000000004
3922,1.3,0.5826923076923078
3929,1.85,1.083866415804327
3936,0.8,0.7034482758620686
3938,1.65,1.5166666666666666
3952,0.45,0.5149122807017545
3956,0.1,0.35500000000000004
3958,0.15,0.8089698046181175
3961,0.55,1.083866415804327
3962,1.55,1.5538910505836565
3963,1.1,1.53125
3966,1.8,1.2634078212290503
3968,0.1,0.389090909090909
3969,0.3,1.083866415804327
3973,1.3,1.4415624999999994
3979,0.35,1.1420000000000001
3983,1.25,0.8447619047619049
3988,0.7,1.0187499999999998
3995,0.5,0.43
3999,0.45,0.324820143884892
4005,0.2,0.389090909090909
4010,1.3,1.6410714285714285
4021,1.2,1.0132812499999992
4023,1.8,1.083866415804327
4028,1.45,1.2762162162162165
4039,0.45,0.15
4047,1.3,1.2539240506329108
4049,1.15,1.03877887788779
4052,0.6,1.1666666666666667
4054,0.55,0.7034482758620686
4073,1.75,1.4559880239520961
4077,0.95,1.083866415804327
4078,1.25,1.4123529411764706
4079,1.3,1.4977748691099488
4080,1.7,1.2762162162162165
4081,1.5,0.6833333333333332
4082,0.95,1.2817857142857143
4090,1.0,0.08333333333333333
4096,1.35,1.6246031746031753
4116,0.7,1.0187499999999998
4118,0.7,0.7034482758620686
4122,0.35,0.5217948717948718
4124,0.75,0.31999999999999995
4146,1.65,2.0
4147,1.75,1.06875
4154,1.95,1.7999999999999998
4161,1.15,1.0187499999999998
4163,1.0,0.389090909090909
4167,0.2,0.5569565217391306
4177,1.6,1.5538910505836565
4181,1.2,1.6187500000000004
4182,1.5,0.8089698046181175
4186,1.8,0.730769230769231
4192,0.1,0.2056497175141241
4195,1.1,1.5333333333333332
4199,1.5,1.2762162162162165
4207,0.15,0.27555555555555555
4210,0.05,0.578
4212,0.6,0.2056497175141241
4213,1.55,1.4123529411764706
4215,1.05,1.6410714285714285
4223,0.05,0.2056497175141241
4227,0.1,0.2056497175141241
4229,1.2,1.4415624999999994
4242,1.55,1.5538910505836565
4243,0.4,0.1442857142857142
4248,1.4,0.47000000000000003
4260,1.55,1.4977748691099488
4267,0.1,0.6004950495049503
4268,1.0,0.7034482758620686
4272,0.2,0.7374999999999999
4274,1.8,1.8540540540540555
4279,0.95,1.4142857142857141
4292,0.55,0.6443298969072165
4295,0.85,1.083866415804327
4300,1.7,1.4977748691099488
4305,0.05,0.389090909090909
4307,1.65,1.4977748691099488
4314,1.3,1.6246031746031753
4317,0.5,0.7616666666666665
4321,1.45,1.4415624999999994
4322,1.15,1.083866415804327
4325,1.8,1.6296153846153847
4331,1.85,1.5626923076923076
4333,1.9,1.083866415804327
4334,0.85,1.4097902097902095
4335,0.4,1.2
4338,0.8,0.5833333333333334
4342,1.65,1.4447368421052633
4349,0.9,1.0187499999999998
4352,1.3,1.2762162162162165
4354,1.3,1.58
4356,1.65,1.725
4366,1.15,0.9913333333333333
4369,0.4,0.324820143884892
4370,0.4,0.8089698046181175
4371,2.0,2.0
4378,1.95,1.58
4383,1.8,1.6296153846153847
4403,0.85,0.5155172413793104
4409,2.0,1.7856687898089174
4417,1.4,1.796212121212122
